state,record_month,record_year,daily_time,temp_2m_avg,relative_humidity_2m_avg,rain_sum,snowfall_sum
CT,January,2018,2018-01-16 00:00:00,25.306452,66.29032,2.901,10.306
CT,January,2019,2019-01-16 00:00:00,26.219355,63.935482,4.17,6.615
CT,January,2020,2020-01-16 00:00:00,32.66129,69.6129,2.091,3.639
CT,July,2017,2017-07-16 00:00:00,70.84194,74.22581,4.096,0.0
CT,July,2018,2018-07-16 00:00:00,73.53226,75.09677,7.756,0.0
CT,July,2019,2019-07-16 00:00:00,74.922585,71.77419,5.249,0.0
CT,July,2020,2020-07-16 00:00:00,74.82581,74.80645,3.843,0.0
CT,June,2017,2017-06-15 12:00:00,66.113335,74.166664,4.0699997,0.0
CT,June,2018,2018-06-15 12:00:00,66.736664,70.066666,3.402,0.0
CT,June,2019,2019-06-15 12:00:00,65.82333,75.03333,6.2000003,0.0
CT,June,2020,2020-06-15 12:00:00,68.23333,69.3,3.0449998,0.0
CT,March,2017,2017-03-16 00:00:00,31.467741,61.774193,2.255,15.6
CT,March,2018,2018-03-16 00:00:00,33.72258,67.16129,1.225,23.592001
CT,March,2019,2019-03-16 00:00:00,33.690323,64.96774,1.921,10.637
CT,March,2020,2020-03-16 00:00:00,40.593548,66.19355,3.4629998,4.6850004
CT,May,2017,2017-05-16 00:00:00,55.087093,76.6129,4.338,0.0
CT,May,2018,2018-05-16 00:00:00,61.29032,74.354836,2.638,0.0
CT,May,2019,2019-05-16 00:00:00,55.951614,78.41936,4.74,0.0
CT,May,2020,2020-05-16 00:00:00,54.69355,68.645164,3.154,0.386
CT,November,2017,2017-11-15 12:00:00,40.4,72.23333,1.579,0.083000004
CT,November,2018,2018-11-15 12:00:00,38.010002,75.36667,5.505,7.2479997
CT,November,2019,2019-11-15 12:00:00,36.963333,70.433334,2.614,0.303
CT,November,2020,2020-11-15 12:00:00,45.34,75.13333,5.233,0.0
CT,October,2017,2017-10-16 00:00:00,58.6871,75.32258,7.708,0.0
CT,October,2018,2018-10-16 00:00:00,51.77742,79.16129,3.556,0.0
CT,October,2019,2019-10-16 00:00:00,53.91613,78.03226,6.795,0.0
CT,October,2020,2020-10-16 00:00:00,52.767742,79.870964,4.915,2.232
CT,September,2017,2017-09-15 12:00:00,65.763336,74.6,2.331,0.0
CT,September,2018,2018-09-15 12:00:00,65.42333,84.36667,8.87,0.0
CT,September,2019,2019-09-15 12:00:00,63.866665,74.166664,1.122,0.0
CT,September,2020,2020-09-15 12:00:00,64.066666,72.3,3.5830002,0.0
DC,April,2017,2017-04-15 12:00:00,60.605,67.88333,6.92,0.0
DC,April,2018,2018-04-15 12:00:00,50.805,61.733334,7.32,0.303
DC,April,2019,2019-04-15 12:00:00,57.77,68.21667,7.323,0.0
DC,April,2020,2020-04-15 12:00:00,52.003334,66.21667,12.426,0.0
DC,August,2017,2017-08-16 00:00:00,73.42097,76.741936,12.93,0.0
DC,August,2018,2018-08-16 00:00:00,76.369354,81.82258,11.767,0.0
DC,August,2019,2019-08-16 00:00:00,76.35967,72.80645,6.051,0.0
DC,August,2020,2020-08-16 00:00:00,75.675804,82.548386,37.211,0.0
DC,December,2017,2017-12-16 00:00:00,35.89516,63.370968,1.357,7.112
DC,December,2018,2018-12-16 00:00:00,39.717743,75.17742,12.283999,0.11
DC,December,2019,2019-12-16 00:00:00,39.341934,76.29032,8.032,2.562
DC,December,2020,2020-12-16 00:00:00,38.385483,71.08064,10.653,5.485
DC,February,2017,2017-02-14 12:00:00,44.771427,61.375,2.655,1.5710001
DC,February,2018,2018-02-14 12:00:00,42.610714,73.64286,9.549,2.508
DC,February,2019,2019-02-14 12:00:00,37.79643,67.39286,6.233,11.079
DC,February,2020,2020-02-15 00:00:00,41.11724,67.18965,9.272,0.0
DC,January,2017,2017-01-16 00:00:00,38.85484,70.1129,5.633,5.6790004
DC,January,2018,2018-01-16 00:00:00,32.598385,59.83871,4.232,4.574
DC,January,2019,2019-01-16 00:00:00,33.509678,67.48387,4.678,14.635
DC,January,2020,2020-01-16 00:00:00,39.612904,70.16129,5.1809998,4.465
DC,July,2017,2017-07-16 00:00:00,78.09194,72.41936,17.471,0.0
DC,July,2018,2018-07-16 00:00:00,76.64193,73.90323,31.874,0.0
DC,July,2019,2019-07-16 00:00:00,79.17903,71.29032,12.879,0.0
DC,July,2020,2020-07-16 00:00:00,80.767746,70.258064,13.135,0.0
DC,June,2017,2017-06-15 12:00:00,74.331665,64.71667,5.939,0.0
DC,June,2018,2018-06-15 12:00:00,72.121666,78.65,12.795,0.0
DC,June,2019,2019-06-15 12:00:00,73.88667,65.75,8.92,0.0
DC,June,2020,2020-06-15 12:00:00,74.01,66.55,7.882,0.0
DC,March,2017,2017-03-16 00:00:00,43.40484,60.741936,6.384,10.694
DC,March,2018,2018-03-16 00:00:00,39.129032,62.98387,2.805,18.823
DC,March,2019,2019-03-16 00:00:00,42.632256,62.322582,9.074,6.229
DC,March,2020,2020-03-16 00:00:00,49.71613,67.58064,5.737,0.028
DC,May,2017,2017-05-16 00:00:00,62.685482,71.08064,11.18,0.0
DC,May,2018,2018-05-16 00:00:00,69.14355,76.27419,21.635,0.0
DC,May,2019,2019-05-16 00:00:00,67.43065,75.51613,10.118,0.0
DC,May,2020,2020-05-16 00:00:00,60.590324,67.91936,7.2929997,0.0
DC,November,2017,2017-11-15 12:00:00,46.506664,70.583336,3.821,0.0
DC,November,2018,2018-11-15 12:00:00,43.57,71.98333,13.44,6.532
DC,November,2019,2019-11-15 12:00:00,43.27,65.85,3.879,0.11
DC,November,2020,2020-11-15 12:00:00,51.338333,71.76667,15.136,0.0
DC,October,2017,2017-10-16 00:00:00,61.858063,73.241936,8.408,0.0
DC,October,2018,2018-10-16 00:00:00,59.101612,76.129036,8.976,0.0
DC,October,2019,2019-10-16 00:00:00,61.253223,71.96774,9.922,0.0
DC,October,2020,2020-10-16 00:00:00,58.912907,79.145164,12.081,0.0
DC,September,2017,2017-09-15 12:00:00,68.89333,73.583336,3.949,0.0
DC,September,2018,2018-09-15 12:00:00,71.78833,87.15,24.94,0.0
DC,September,2019,2019-09-15 12:00:00,73.53833,68.21667,3.328,0.0
DC,September,2020,2020-09-15 12:00:00,67.44334,77.166664,13.49,0.0
DE,April,2017,2017-04-15 12:00:00,60.07333,68.53333,2.519,0.0
DE,April,2018,2018-04-15 12:00:00,51.58,61.966667,3.504,0.083
DE,April,2019,2019-04-15 12:00:00,58.36,66.96667,3.003,0.0
DE,April,2020,2020-04-15 12:00:00,52.196667,64.566666,4.8380003,0.0
DE,August,2017,2017-08-16 00:00:00,74.17742,74.83871,7.726,0.0
DE,August,2018,2018-08-16 00:00:00,78.08064,78.51613,3.187,0.0
DE,August,2019,2019-08-16 00:00:00,76.75484,75.16129,3.0149999,0.0
DE,August,2020,2020-08-16 00:00:00,76.964516,79.3871,6.91,0.0
DE,December,2017,2017-12-16 00:00:00,36.893547,64.870964,0.621,5.9529996
DE,December,2018,2018-12-16 00:00:00,41.929035,74.19355,5.13,0.19299999
DE,December,2019,2019-12-16 00:00:00,41.258064,76.19355,4.524,0.799
DE,December,2020,2020-12-16 00:00:00,40.62258,69.32258,6.194,0.0
DE,February,2017,2017-02-14 12:00:00,44.94286,61.642857,1.712,0.689
DE,February,2018,2018-02-14 12:00:00,44.61786,73.35714,4.414,0.38599998
DE,February,2019,2019-02-14 12:00:00,38.82857,67.53571,3.492,3.9129999
DE,February,2020,2020-02-15 00:00:00,42.520687,67.24138,4.578,0.0
DE,January,2017,2017-01-16 00:00:00,39.467743,71.741936,3.081,4.548
DE,January,2018,2018-01-16 00:00:00,33.387096,64.67742,2.402,5.3749995
DE,January,2019,2019-01-16 00:00:00,35.15484,66.935486,2.595,6.367
DE,January,2020,2020-01-16 00:00:00,41.2,69.51613,2.457,0.083
DE,July,2017,2017-07-16 00:00:00,78.093544,74.064514,8.248,0.0
DE,July,2018,2018-07-16 00:00:00,76.46774,76.51613,5.827,0.0
DE,July,2019,2019-07-16 00:00:00,80.077415,70.29032,4.432,0.0
DE,July,2020,2020-07-16 00:00:00,79.93226,75.48387,10.367,0.0
DE,June,2017,2017-06-15 12:00:00,73.73333,67.1,2.655,0.0
DE,June,2018,2018-06-15 12:00:00,72.64333,75.4,4.347,0.0
DE,June,2019,2019-06-15 12:00:00,73.933334,68.73333,5.271,0.0
DE,June,2020,2020-06-15 12:00:00,73.74333,68.9,3.32,0.0
DE,March,2017,2017-03-16 00:00:00,43.66129,58.612904,3.9250002,0.551
DE,March,2018,2018-03-16 00:00:00,40.1,64.58064,2.453,7.8259997
DE,March,2019,2019-03-16 00:00:00,43.429035,63.032257,3.446,1.351
DE,March,2020,2020-03-16 00:00:00,49.87419,69.51613,3.925,0.0
DE,May,2017,2017-05-16 00:00:00,62.6871,70.32258,5.143,0.0
DE,May,2018,2018-05-16 00:00:00,68.04194,75.48387,9.97,0.0
DE,May,2019,2019-05-16 00:00:00,67.129036,72.548386,5.047,0.0
DE,May,2020,2020-05-16 00:00:00,60.448387,68.77419,3.052,0.0
DE,November,2017,2017-11-15 12:00:00,48.66,69.63333,1.871,0.0
DE,November,2018,2018-11-15 12:00:00,46.486668,70.166664,5.5620003,0.0
DE,November,2019,2019-11-15 12:00:00,44.673336,65.13333,1.941,0.524
DE,November,2020,2020-11-15 12:00:00,52.94,71.066666,4.953,0.0
DE,October,2017,2017-10-16 00:00:00,63.16129,74.22581,3.843,0.0
DE,October,2018,2018-10-16 00:00:00,60.57742,72.32258,4.4249997,0.0
DE,October,2019,2019-10-16 00:00:00,62.49355,71.870964,3.907,0.0
DE,October,2020,2020-10-16 00:00:00,60.903225,76.741936,6.672,0.0
DE,September,2017,2017-09-15 12:00:00,69.9,74.433334,1.504,0.0
DE,September,2018,2018-09-15 12:00:00,73.31333,85.13333,10.017,0.0
DE,September,2019,2019-09-15 12:00:00,72.473335,72.666664,1.224,0.0
DE,September,2020,2020-09-15 12:00:00,69.28,74.666664,6.817,0.0
FL,April,2017,2017-04-15 12:00:00,75.14,60.733334,0.844,0.0
FL,April,2018,2018-04-15 12:00:00,73.753334,65.76667,2.293,0.0
FL,April,2019,2019-04-15 12:00:00,73.73667,69.333336,2.703,0.0
FL,April,2020,2020-04-15 12:00:00,76.14666,67.86667,3.02,0.0
FL,August,2017,2017-08-16 00:00:00,80.600006,84.67742,7.342,0.0
FL,August,2018,2018-08-16 00:00:00,79.65484,85.548386,9.748,0.0
FL,August,2019,2019-08-16 00:00:00,80.287094,86.451614,8.0789995,0.0
FL,August,2020,2020-08-16 00:00:00,81.55484,83.19355,8.058,0.0
FL,December,2017,2017-12-16 00:00:00,64.96774,79.22581,1.4200001,0.0
FL,December,2018,2018-12-16 00:00:00,64.54516,79.129036,2.625,0.0
FL,December,2019,2019-12-16 00:00:00,67.37742,76.96774,5.7409997,0.0
FL,December,2020,2020-12-16 00:00:00,60.419353,76.77419,2.823,0.0
FL,February,2017,2017-02-14 12:00:00,68.192856,71.82143,1.171,0.0
FL,February,2018,2018-02-14 12:00:00,72.34643,72.75,0.51,0.0
FL,February,2019,2019-02-14 12:00:00,69.38572,80.35714,2.8,0.0
FL,February,2020,2020-02-15 00:00:00,66.751724,73.72414,3.157,0.0
FL,January,2017,2017-01-16 00:00:00,65.09355,72.32258,1.218,0.0
FL,January,2018,2018-01-16 00:00:00,58.712902,71.90323,2.1820002,0.0
FL,January,2019,2019-01-16 00:00:00,61.106453,73.6129,3.482,0.0
FL,January,2020,2020-01-16 00:00:00,64.712906,72.258064,1.035,0.0
FL,July,2017,2017-07-16 00:00:00,80.29032,84.09677,9.129,0.0
FL,July,2018,2018-07-16 00:00:00,79.619354,86.41936,9.48,0.0
FL,July,2019,2019-07-16 00:00:00,80.896774,82.29032,9.04,0.0
FL,July,2020,2020-07-16 00:00:00,81.56774,80.58064,7.941,0.0
FL,June,2017,2017-06-15 12:00:00,78.48333,85.76667,12.912,0.0
FL,June,2018,2018-06-15 12:00:00,78.91333,84.666664,7.798,0.0
FL,June,2019,2019-06-15 12:00:00,81.276665,78.4,7.1740003,0.0
FL,June,2020,2020-06-15 12:00:00,80.07,80.26667,8.496,0.0
FL,March,2017,2017-03-16 00:00:00,68.619354,63.387096,0.92999995,0.0
FL,March,2018,2018-03-16 00:00:00,66.57097,56.83871,0.976,0.0
FL,March,2019,2019-03-16 00:00:00,67.94516,72.22581,2.138,0.0
FL,March,2020,2020-03-16 00:00:00,74.18387,63.419353,0.19,0.0
FL,May,2017,2017-05-16 00:00:00,79.422585,62.677418,3.484,0.0
FL,May,2018,2018-05-16 00:00:00,75.19032,78.70968,11.262,0.0
FL,May,2019,2019-05-16 00:00:00,79.187096,70.96774,3.663,0.0
FL,May,2020,2020-05-16 00:00:00,76.732254,70.19355,4.107,0.0
FL,November,2017,2017-11-15 12:00:00,69.49333,81.26667,0.611,0.0
FL,November,2018,2018-11-15 12:00:00,69.82667,76.933334,2.196,0.0
FL,November,2019,2019-11-15 12:00:00,69.32333,74.566666,1.174,0.0
FL,November,2020,2020-11-15 12:00:00,71.92333,81.1,3.916,0.0
FL,October,2017,2017-10-16 00:00:00,74.048386,81.29032,4.927,0.0
FL,October,2018,2018-10-16 00:00:00,77.06129,77.354836,1.647,0.0
FL,October,2019,2019-10-16 00:00:00,78.94193,78.90323,3.703,0.0
FL,October,2020,2020-10-16 00:00:00,77.296776,84.22581,4.092,0.0
FL,September,2017,2017-09-15 12:00:00,78.92333,84.666664,10.802,0.0
FL,September,2018,2018-09-15 12:00:00,79.78,85.0,6.065,0.0
FL,September,2019,2019-09-15 12:00:00,80.82,73.933334,1.809,0.0
FL,September,2020,2020-09-15 12:00:00,79.37667,84.9,10.436,0.0
FM,April,2017,2017-04-15 12:00:00,74.98333,84.26667,9.661,0.0
FM,April,2018,2018-04-15 12:00:00,75.23667,84.63333,8.5529995,0.0
FM,April,2019,2019-04-15 12:00:00,75.14,83.6,6.578,0.0
FM,April,2020,2020-04-15 12:00:00,74.96667,85.166664,8.386,0.0
FM,August,2017,2017-08-16 00:00:00,75.30968,84.32258,6.276,0.0
FM,August,2018,2018-08-16 00:00:00,74.84194,84.48387,9.906,0.0
FM,August,2019,2019-08-16 00:00:00,74.964516,85.258064,12.543,0.0
FM,August,2020,2020-08-16 00:00:00,75.6258,82.90323,6.413,0.0
FM,December,2017,2017-12-16 00:00:00,75.13871,84.58064,10.131,0.0
FM,December,2018,2018-12-16 00:00:00,75.13548,85.03226,11.962,0.0
FM,December,2019,2019-12-16 00:00:00,74.477425,85.645164,13.7039995,0.0
FM,December,2020,2020-12-16 00:00:00,74.51613,85.48387,15.693,0.0
FM,February,2017,2017-02-14 12:00:00,74.88928,84.0,5.943,0.0
FM,February,2018,2018-02-14 12:00:00,74.59286,82.85714,14.267,0.0
FM,February,2019,2019-02-14 12:00:00,74.61072,80.35714,7.419,0.0
FM,February,2020,2020-02-15 00:00:00,74.917244,83.37931,6.445,0.0
FM,January,2017,2017-01-16 00:00:00,74.770966,84.96774,9.205,0.0
FM,January,2018,2018-01-16 00:00:00,74.409676,85.741936,11.879,0.0
FM,January,2019,2019-01-16 00:00:00,74.89355,83.451614,10.625,0.0
FM,January,2020,2020-01-16 00:00:00,74.8,85.19355,8.13,0.0
FM,July,2017,2017-07-16 00:00:00,74.70645,86.03226,10.42,0.0
FM,July,2018,2018-07-16 00:00:00,74.909676,85.258064,11.525,0.0
FM,July,2019,2019-07-16 00:00:00,75.022575,85.32258,9.639,0.0
FM,July,2020,2020-07-16 00:00:00,75.0871,84.83871,8.819,0.0
FM,June,2017,2017-06-15 12:00:00,74.94334,85.066666,10.18,0.0
FM,June,2018,2018-06-15 12:00:00,74.85667,84.666664,13.632999,0.0
FM,June,2019,2019-06-15 12:00:00,75.25667,86.46667,8.898,0.0
FM,June,2020,2020-06-15 12:00:00,75.01,85.26667,9.347,0.0
FM,March,2017,2017-03-16 00:00:00,74.94839,82.77419,7.244,0.0
FM,March,2018,2018-03-16 00:00:00,73.77419,88.16129,25.088,0.0
FM,March,2019,2019-03-16 00:00:00,74.451614,84.3871,10.683001,0.0
FM,March,2020,2020-03-16 00:00:00,75.21935,81.451614,4.624,0.0
FM,May,2017,2017-05-16 00:00:00,75.17742,85.451614,10.6050005,0.0
FM,May,2018,2018-05-16 00:00:00,74.93871,85.548386,11.598,0.0
FM,May,2019,2019-05-16 00:00:00,75.103226,84.32258,6.803,0.0
FM,May,2020,2020-05-16 00:00:00,75.212906,86.16129,14.198,0.0
FM,November,2017,2017-11-15 12:00:00,75.003334,85.7,12.441999,0.0
FM,November,2018,2018-11-15 12:00:00,75.416664,85.2,6.458,0.0
FM,November,2019,2019-11-15 12:00:00,74.770004,87.0,15.203,0.0
FM,November,2020,2020-11-15 12:00:00,74.87,85.1,14.406,0.0
FM,October,2017,2017-10-16 00:00:00,75.590324,83.870964,7.847,0.0
FM,October,2018,2018-10-16 00:00:00,75.59677,83.90323,8.968,0.0
FM,October,2019,2019-10-16 00:00:00,75.34516,84.22581,8.235,0.0
FM,October,2020,2020-10-16 00:00:00,75.00323,84.451614,13.04,0.0
FM,September,2017,2017-09-15 12:00:00,75.91,82.433334,8.324,0.0
FM,September,2018,2018-09-15 12:00:00,75.05666,85.166664,7.927,0.0
FM,September,2019,2019-09-15 12:00:00,75.706665,83.13333,7.087,0.0
FM,September,2020,2020-09-15 12:00:00,75.49333,83.53333,7.297,0.0
GA,April,2017,2017-04-15 12:00:00,71.996666,53.866665,1.6340001,0.0
GA,April,2018,2018-04-15 12:00:00,64.07667,60.266666,3.395,0.0
GA,April,2019,2019-04-15 12:00:00,67.31333,62.066666,3.591,0.0
GA,April,2020,2020-04-15 12:00:00,66.04667,60.266666,6.157,0.0
GA,August,2017,2017-08-16 00:00:00,80.77742,72.16129,4.439,0.0
GA,August,2018,2018-08-16 00:00:00,80.770966,74.0,4.187,0.0
GA,August,2019,2019-08-16 00:00:00,82.258064,70.80645,3.8869998,0.0
GA,August,2020,2020-08-16 00:00:00,81.49677,73.90323,3.115,0.0
GA,December,2017,2017-12-16 00:00:00,51.45806,74.451614,3.339,0.0
GA,December,2018,2018-12-16 00:00:00,51.954838,80.870964,7.638,0.0
GA,December,2019,2019-12-16 00:00:00,53.461292,74.96774,4.998,0.0
GA,December,2020,2020-12-16 00:00:00,48.106453,74.0,3.531,0.0
GA,February,2017,2017-02-14 12:00:00,59.035713,66.85714,1.543,0.0
GA,February,2018,2018-02-14 12:00:00,61.225002,77.92857,3.141,0.0
GA,February,2019,2019-02-14 12:00:00,58.032143,75.53571,1.63,0.0
GA,February,2020,2020-02-15 00:00:00,53.5931,76.655174,7.7040005,0.0
GA,January,2017,2017-01-16 00:00:00,54.970966,74.80645,6.52,0.0
GA,January,2018,2018-01-16 00:00:00,44.393547,61.51613,3.681,0.88199997
GA,January,2019,2019-01-16 00:00:00,49.72258,72.03226,3.665,0.0
GA,January,2020,2020-01-16 00:00:00,53.190323,72.6129,2.775,0.0
GA,July,2017,2017-07-16 00:00:00,81.270966,73.16129,4.217,0.0
GA,July,2018,2018-07-16 00:00:00,80.39033,76.6129,4.191,0.0
GA,July,2019,2019-07-16 00:00:00,82.84516,64.83871,3.162,0.0
GA,July,2020,2020-07-16 00:00:00,83.41936,66.935486,3.161,0.0
GA,June,2017,2017-06-15 12:00:00,77.57333,75.066666,6.081,0.0
GA,June,2018,2018-06-15 12:00:00,79.31333,75.96667,3.947,0.0
GA,June,2019,2019-06-15 12:00:00,79.653336,69.96667,7.415,0.0
GA,June,2020,2020-06-15 12:00:00,79.13667,66.1,0.824,0.0
GA,March,2017,2017-03-16 00:00:00,61.335484,51.83871,1.4219999,0.0
GA,March,2018,2018-03-16 00:00:00,56.87419,56.870968,2.736,0.0
GA,March,2019,2019-03-16 00:00:00,57.75161,61.677418,2.714,0.028
GA,March,2020,2020-03-16 00:00:00,64.296776,76.129036,4.6,0.0
GA,May,2017,2017-05-16 00:00:00,74.593544,60.548386,4.686,0.0
GA,May,2018,2018-05-16 00:00:00,74.86452,70.22581,7.712,0.0
GA,May,2019,2019-05-16 00:00:00,79.44516,57.16129,2.3500001,0.0
GA,May,2020,2020-05-16 00:00:00,72.090324,62.0,2.917,0.0
GA,November,2017,2017-11-15 12:00:00,59.336666,68.53333,1.097,0.0
GA,November,2018,2018-11-15 12:00:00,55.216667,78.0,6.395,0.0
GA,November,2019,2019-11-15 12:00:00,53.92,71.36667,2.5119998,0.0
GA,November,2020,2020-11-15 12:00:00,62.116665,70.8,3.432,0.0
GA,October,2017,2017-10-16 00:00:00,68.90323,67.58064,1.647,0.0
GA,October,2018,2018-10-16 00:00:00,69.92903,70.96774,2.701,0.0
GA,October,2019,2019-10-16 00:00:00,71.64193,73.870964,5.382,0.0
GA,October,2020,2020-10-16 00:00:00,71.048386,69.935486,3.02,0.0
GA,September,2017,2017-09-15 12:00:00,75.75667,70.9,5.772,0.0
GA,September,2018,2018-09-15 12:00:00,82.096664,68.333336,2.5549998,0.0
GA,September,2019,2019-09-15 12:00:00,81.66,59.833332,0.48000002,0.0
GA,September,2020,2020-09-15 12:00:00,75.82333,73.4,3.483,0.0
GU,April,2017,2017-04-15 12:00:00,80.403336,81.53333,7.984,0.0
GU,April,2018,2018-04-15 12:00:00,80.12333,81.1,8.764,0.0
GU,April,2019,2019-04-15 12:00:00,80.579994,76.333336,1.681,0.0
GU,April,2020,2020-04-15 12:00:00,80.64666,78.6,2.639,0.0
GU,August,2017,2017-08-16 00:00:00,81.077415,86.741936,16.479,0.0
GU,August,2018,2018-08-16 00:00:00,79.37742,89.83871,25.428,0.0
GU,August,2019,2019-08-16 00:00:00,79.44193,91.29032,28.664,0.0
GU,August,2020,2020-08-16 00:00:00,80.5871,88.258064,17.456,0.0
GU,December,2017,2017-12-16 00:00:00,80.74838,82.3871,5.251,0.0
GU,December,2018,2018-12-16 00:00:00,80.16774,83.548386,11.232,0.0
GU,December,2019,2019-12-16 00:00:00,80.27419,76.70968,0.99300003,0.0
GU,December,2020,2020-12-16 00:00:00,80.39355,81.0,5.845,0.0
GU,February,2017,2017-02-14 12:00:00,79.26428,81.96429,4.578,0.0
GU,February,2018,2018-02-14 12:00:00,80.13572,77.14286,1.9120001,0.0
GU,February,2019,2019-02-14 12:00:00,78.67857,77.5,5.53,0.0
GU,February,2020,2020-02-15 00:00:00,78.51724,77.27586,4.77,0.0
GU,January,2017,2017-01-16 00:00:00,79.24516,81.354836,3.789,0.0
GU,January,2018,2018-01-16 00:00:00,80.409676,75.22581,1.03,0.0
GU,January,2019,2019-01-16 00:00:00,78.645164,79.16129,5.426,0.0
GU,January,2020,2020-01-16 00:00:00,78.729034,81.03226,4.415,0.0
GU,July,2017,2017-07-16 00:00:00,81.37742,84.645164,10.3619995,0.0
GU,July,2018,2018-07-16 00:00:00,79.422585,90.80645,28.578,0.0
GU,July,2019,2019-07-16 00:00:00,80.5129,88.70968,18.465,0.0
GU,July,2020,2020-07-16 00:00:00,80.89355,85.48387,9.985,0.0
GU,June,2017,2017-06-15 12:00:00,81.29,83.53333,6.58,0.0
GU,June,2018,2018-06-15 12:00:00,80.096664,86.433334,16.652,0.0
GU,June,2019,2019-06-15 12:00:00,82.1,81.2,2.8049998,0.0
GU,June,2020,2020-06-15 12:00:00,81.63667,81.0,4.764,0.0
GU,March,2017,2017-03-16 00:00:00,79.619354,80.90323,3.6390002,0.0
GU,March,2018,2018-03-16 00:00:00,80.18387,74.935486,3.266,0.0
GU,March,2019,2019-03-16 00:00:00,79.44516,76.96774,1.464,0.0
GU,March,2020,2020-03-16 00:00:00,79.76129,76.645164,1.41,0.0
GU,May,2017,2017-05-16 00:00:00,81.629036,79.354836,2.404,0.0
GU,May,2018,2018-05-16 00:00:00,80.73549,84.6129,8.059,0.0
GU,May,2019,2019-05-16 00:00:00,81.064514,82.129036,4.678,0.0
GU,May,2020,2020-05-16 00:00:00,81.77741,78.77419,4.492,0.0
GU,November,2017,2017-11-15 12:00:00,81.310005,81.0,3.674,0.0
GU,November,2018,2018-11-15 12:00:00,80.63,82.8,6.103,0.0
GU,November,2019,2019-11-15 12:00:00,80.1,88.1,13.057,0.0
GU,November,2020,2020-11-15 12:00:00,80.810005,84.666664,8.406,0.0
GU,October,2017,2017-10-16 00:00:00,79.9871,89.0,22.409,0.0
GU,October,2018,2018-10-16 00:00:00,79.94516,88.67742,13.601,0.0
GU,October,2019,2019-10-16 00:00:00,80.019356,88.41936,17.879,0.0
GU,October,2020,2020-10-16 00:00:00,79.964516,89.03226,19.432,0.0
GU,September,2017,2017-09-15 12:00:00,80.46,87.36667,16.675,0.0
GU,September,2018,2018-09-15 12:00:00,79.12,90.36667,25.305,0.0
GU,September,2019,2019-09-15 12:00:00,79.666664,90.1,28.099,0.0
GU,September,2020,2020-09-15 12:00:00,80.38,89.26667,23.128,0.0
HI,April,2017,2017-04-15 12:00:00,62.963333,78.86667,4.413,0.0
HI,April,2018,2018-04-15 12:00:00,64.58,81.86667,11.18,0.0
HI,April,2019,2019-04-15 12:00:00,62.260002,78.03333,4.15,0.0
HI,April,2020,2020-04-15 12:00:00,62.84667,75.03333,4.497,0.0
HI,August,2017,2017-08-16 00:00:00,66.91612,76.32258,6.223,0.0
HI,August,2018,2018-08-16 00:00:00,68.29032,78.67742,26.488,0.0
HI,August,2019,2019-08-16 00:00:00,68.18387,81.258064,16.003,0.0
HI,August,2020,2020-08-16 00:00:00,66.3,74.741936,6.513,0.0
HI,December,2017,2017-12-16 00:00:00,60.603226,69.03226,3.7940001,0.0
HI,December,2018,2018-12-16 00:00:00,61.72903,73.32258,6.018,0.0
HI,December,2019,2019-12-16 00:00:00,63.658066,74.548386,3.082,0.0
HI,December,2020,2020-12-16 00:00:00,62.496777,78.83871,6.805,0.0
HI,February,2017,2017-02-14 12:00:00,61.42143,62.32143,0.878,0.0
HI,February,2018,2018-02-14 12:00:00,61.37143,73.32143,4.909,0.0
HI,February,2019,2019-02-14 12:00:00,58.860714,74.07143,5.224,0.0
HI,February,2020,2020-02-15 00:00:00,59.399998,71.31035,3.514,0.0
HI,January,2017,2017-01-16 00:00:00,60.33871,69.96774,1.445,0.0
HI,January,2018,2018-01-16 00:00:00,60.987095,66.96774,3.597,0.0
HI,January,2019,2019-01-16 00:00:00,59.538708,72.77419,2.191,0.0
HI,January,2020,2020-01-16 00:00:00,61.738712,75.48387,6.5950003,0.0
HI,July,2017,2017-07-16 00:00:00,66.629036,76.3871,7.556,0.0
HI,July,2018,2018-07-16 00:00:00,67.103226,83.09677,6.737,0.0
HI,July,2019,2019-07-16 00:00:00,67.43226,80.58064,7.948,0.0
HI,July,2020,2020-07-16 00:00:00,66.21935,77.22581,9.107,0.0
HI,June,2017,2017-06-15 12:00:00,65.64,76.333336,3.007,0.0
